t,o,h,l,c,v
1728532800,60837.1,60924.7,60779.5,60831.5,2081222
1728536400,60831.5,61027.1,60807,60907.8,2674684
1728540000,60908.5,61160,60856.8,61109.9,4157614
1728543600,61109.9,61114.2,60860,60860.1,3628803
1728547200,60860,61044.2,60756.7,60788.4,5760286
1728550800,60788.3,60957.2,60590,60903,6640117
1728554400,60903,61176.9,60897.1,61040.5,5361308
1728558000,61040.5,61288,61012.5,61226.6,3508852
1728561600,61224.6,61283.7,60722,60926.9,11648699
1728565200,60926.9,61225.9,60563.6,60902.9,12588441
1728568800,60903,61023.3,60429.1,60570.1,10904876
1728572400,60570.1,60792.9,60400.1,60766.5,8395594
1728576000,60766.6,61049.5,60211,60268.5,10807545
1728579600,60268.5,60435.9,59520.1,59582.2,19491018
1728583200,59581.2,59581.2,58873.4,59461.8,33216159
1728586800,59459.5,59730.9,59318.8,59691.7,5724926
1728590400,59689.5,59992,59548.6,59763.9,7199939
1728594000,59764.1,60156.4,59655,60153.6,6081380
1728597600,60153.5,60218.8,59906.8,60108.5,5759311
1728601200,60108.5,60283.5,60105,60283.5,3821162
1728604800,60283.5,60391.8,60120.9,60151.6,6906988
1728608400,60151.6,60769.7,60034.1,60529.1,10354587
1728612000,60529.2,60613.3,60325.8,60504.9,6020373
1728615600,60504.9,60699,60504.9,60570,4545463
1728619200,60570.1,60679.5,60530,60659.7,3836033
1728622800,60659.6,60726,60536,60556.9,3466968
1728626400,60556,60873.1,60555.3,60746.3,5297855
1728630000,60746.2,60866.4,60617,60639.3,3824341
1728633600,60639.2,60771.3,60618.6,60623.9,2741495
1728637200,60623.9,61066.1,60617.7,61030,8776678
1728640800,61029.9,61200,60949.7,61110.1,8815422
1728644400,61110,61208,61027.4,61124.8,4839822
1728648000,61124.8,61426.2,61080,61338.7,11755224
1728651600,61338.6,61800,61160.8,61616.2,17267604
1728655200,61616.1,61883,61577,61688,16541087
1728658800,61689.6,62440.1,61689.6,62211.2,21323273
1728662400,62211.3,62400,62064.3,62222,12962088
1728666000,62221.9,62922.1,62128,62885.3,15269358
